cod_pedido;cod_cliente;cod_fornecedor;cod_categoria;cod_produto;cod_transportadora;cod_filial;cod_funcionario;cod_vendedor;data_pedido;valor_item;valor_total;qtde_item;desconto_item;vendedor;cargo_vendedor;data_admissao;salario_vendedor;endereco_filial;cidade_filial;pais_filial;transportadora;produto;custo_produto;preco_produto;estoque_produto;categoria_produto;grupo_produto;fornecedor;contato_fornecedor;endereco_fornecedor;cidade_fornecedor;pais_fornecedor;cliente;contato_cliente;endereco_cliente;cidade_cliente;pais_cliente;frete_item
10841;73;28;3;59;2;1;9;9;14/01/2021;8,63;431,5;50;0;Helen Brolin;Sales Representative;15/02/1995;5000;Citygatan. 1;Stockholm;Sweden;SafeAndFast;Rasta WCT;6,69;8,5;79;Sportswear;Sports clothing;FrisersAfrong;Yannik Noah;Bat. B 3, rue des Alpes;Annecy;France;Rode & Vite;Preben Elkjaer;Vinbæltet 34;København;Denmark;19,662162162162
10842;80;20;4;43;3;5;1;1;15/07/2021;11,09;55,45;5;0;Frank Roll;Sales Representative;01/10/2003;5083,3333333333;234 Sun Street;Seattle;USA;World Wide Transports;Summer Shorts;10,48;12;17;Swimwear;Beach clothing;Asin Fashion Ltd Co;Li Chi Mihn;471 Serangoon Loop, Suite #402;Singapore;Singapore;Don Balón;Peloto Gomez;Avda. Azteca 123;México D.F.;Mexico;5,2557692307692
10842;80;8;3;68;3;5;1;1;15/07/2021;13,27;265,4;20;0;Frank Roll;Sales Representative;01/10/2003;5083,3333333333;234 Sun Street;Seattle;USA;World Wide Transports;Cap;9,67;12,5;6;Sportswear;Sports clothing;Hot Pants;David Leg;"29 King's Way";Manchester;UK;Don Balón;Peloto Gomez;Avda. Azteca 123;México D.F.;Mexico;21,023076923077
10842;80;7;1;70;3;5;1;1;15/07/2021;26,82;321,84;12;0;Frank Roll;Sales Representative;01/10/2003;5083,3333333333;234 Sun Street;Seattle;USA;World Wide Transports;US-Master Jeans;24,98;29;15;"Men's Clothes";Fashion for Men;New Balls;Pat Cash;74 Rose St. Moonie Ponds;Melbourne;Australia;Don Balón;Peloto Gomez;Avda. Azteca 123;México D.F.;Mexico;12,613846153846
10842;80;5;1;11;3;5;1;1;15/07/2021;25,43;381,45;15;0;Frank Roll;Sales Representative;01/10/2003;5083,3333333333;234 Sun Street;Seattle;USA;World Wide Transports;Desperado Jeans;21,1;28;22;"Men's Clothes";Fashion for Men;Los Hombres Machos;Antonio Banderas;Calle del Rosal 4;Oviedo;Spain;Don Balón;Peloto Gomez;Avda. Azteca 123;México D.F.;Mexico;15,767307692308
10843;84;24;6;51;1;3;4;4;15/01/2021;94,72;284,16;4;0,25;Joan Callins;Sales Manager;03/09/1994;10000;66 Rue de Qlik;Paris;France;Quik Shipping;Summit Hiking Boots;82,74;99,9;20;"Men's Footwear";Men Shoes;Cangaroo Shoes;Crocodile Dundee;"170 Prince Edward Parade Hunter's Hill";Sydney;Australia;Art et Fashion;Pierre Robert;2, rue du Commerce;Lyon;France;46,32
10844;59;9;5;22;1;3;4;4;16/04/2021;3,59;125,65;35;0;Joan Callins;Sales Manager;03/09/1994;10000;66 Rue de Qlik;Paris;France;Quik Shipping;Ravellis Träskor;2,65;3,5;104;"Women's Footwear";Ladies Shoes;Goa Kl„der;Tomas Ravelli;Kaloadagatan 13;G”teborg;Sweden;Extrawagens;Herbert Bernstorf;Geislweg 14;Salzburg;Austria;69,16
10845;63;20;5;42;2;2;7;7;16/07/2021;13,45;508,40999915823;42;0,10000000149012;Tom Lindwall;Sales Representative;22/11/1995;5083,3333333333;Mellangatan. 33;Lund;Sweden;SafeAndFast;Walking Shoes;10,95;14;26;"Women's Footwear";Ladies Shoes;Asin Fashion Ltd Co;Li Chi Mihn;471 Serangoon Loop, Suite #402;Singapore;Singapore;Grunewald;George Essen;Taucherstraße 10;Cunewalde;Germany;8,2182857142857
10845;63;27;8;58;2;2;7;7;16/07/2021;50,24;2712,9599955082;60;0,10000000149012;Tom Lindwall;Sales Representative;22/11/1995;5083,3333333333;Mellangatan. 33;Lund;Sweden;SafeAndFast;Onesy Dress;37,17;48,25;62;Baby Clothes;0-3 Years;Gal Export;Marie Desailly;22, rue H. Voiron;Montceau;France;Grunewald;George Essen;Taucherstraße 10;Cunewalde;Germany;11,740408163265
10845;63;16;4;35;2;2;7;7;16/07/2021;6,49;146,02499975823;25;0,10000000149012;Tom Lindwall;Sales Representative;22/11/1995;5083,3333333333;Mellangatan. 33;Lund;Sweden;SafeAndFast;LA. Shorts;5,17;6;20;Swimwear;Beach clothing;Smooth Clothes;Pamela Andersson;3400 - 8th Avenue Suite 210;Bend;USA;Grunewald;George Essen;Taucherstraße 10;Cunewalde;Germany;4,8918367346939
10845;63;9;5;23;2;2;7;7;16/07/2021;9,37;590,30999902263;70;0,10000000149012;Tom Lindwall;Sales Representative;22/11/1995;5083,3333333333;Mellangatan. 33;Lund;Sweden;SafeAndFast;DSW Sandals;7,43;9;61;"Women's Footwear";Ladies Shoes;Goa Kl„der;Tomas Ravelli;Kaloadagatan 13;G”teborg;Sweden;Grunewald;George Essen;Taucherstraße 10;Cunewalde;Germany;13,697142857143
10845;63;12;5;64;2;2;7;7;16/07/2021;34,46;1654,08;48;0;Tom Lindwall;Sales Representative;22/11/1995;5083,3333333333;Mellangatan. 33;Lund;Sweden;SafeAndFast;WFS Shoes;29,25;33,25;22;"Women's Footwear";Ladies Shoes;Austerlich;Karl Heinz Berger;Bogenallee 51;Frankfurt;Germany;Grunewald;George Essen;Taucherstraße 10;Cunewalde;Germany;9,3923265306122
10846;76;2;2;4;1;3;4;4;16/01/2021;22,58;474,18;21;0;Joan Callins;Sales Manager;03/09/1994;10000;66 Rue de Qlik;Paris;France;Quik Shipping;Rossi Shorts;19,34;22;53;"Women's Clothes";Fashion for Women;Big L;James Brown;P.O. Box 78934;New Orleans;USA;Belgium Black Jeans;Cheril Cow;Boulevard Tirou, 255;Charleroi;Belgium;17,01
10846;76;7;1;70;1;3;4;4;16/01/2021;30,75;922,5;30;0;Joan Callins;Sales Manager;03/09/1994;10000;66 Rue de Qlik;Paris;France;Quik Shipping;US-Master Jeans;24,98;29;15;"Men's Clothes";Fashion for Men;New Balls;Pat Cash;74 Rose St. Moonie Ponds;Melbourne;Australia;Belgium Black Jeans;Cheril Cow;Boulevard Tirou, 255;Charleroi;Belgium;24,3
10846;76;4;7;74;1;3;4;4;16/01/2021;31,09;621,8;20;0;Joan Callins;Sales Manager;03/09/1994;10000;66 Rue de Qlik;Paris;France;Quik Shipping;X-Train Shoes;24,39;30;4;"Children's Clothes";3-15 Years;Nitsuchiba;James Sushi;9-8 Sekimai Musashino-shi;Tokyo;Japan;Belgium Black Jeans;Cheril Cow;Boulevard Tirou, 255;Charleroi;Belgium;16,2
10847;80;17;8;37;3;5;1;1;17/06/2021;3,96;190,0799992919;60;0,20000000298023;Frank Roll;Sales Representative;01/10/2003;5083,3333333333;234 Sun Street;Seattle;USA;World Wide Transports;Mehmet-Skor;3,43;4;11;Baby Clothes;0-3 Years;ABC;Anna Book;Brovallav„gen 231;Stockholm;Sweden;Don Balón;Peloto Gomez;Avda. Azteca 123;México D.F.;Mexico;6,2166666666667
10847;80;1;1;1;3;5;1;1;17/06/2021;18,19;1164,1599956632;80;0,20000000298023;Frank Roll;Sales Representative;01/10/2003;5083,3333333333;234 Sun Street;Seattle;USA;World Wide Transports;Lenin Jeansshorts;15,37;20;39;"Men's Clothes";Fashion for Men;Sunny Clothes;Peter Shilton;49 Gilbert St.;London;UK;Don Balón;Peloto Gomez;Avda. Azteca 123;México D.F.;Mexico;8,2888888888889
10847;80;21;6;45;3;5;1;1;17/06/2021;8,75;251,99999906123;36;0,20000000298023;Frank Roll;Sales Representative;01/10/2003;5083,3333333333;234 Sun Street;Seattle;USA;World Wide Transports;Danske Treshoe;8,44;9,5;5;"Men's Footwear";Men Shoes;Prael Ltd;Preben Elkjer;Lyngbysild Fiskebakken 10;Lyngby;Denmark;Don Balón;Peloto Gomez;Avda. Azteca 123;México D.F.;Mexico;3,73
10847;80;15;1;71;3;5;1;1;17/06/2021;29,35;1291,3999951892;55;0,20000000298023;Frank Roll;Sales Representative;01/10/2003;5083,3333333333;234 Sun Street;Seattle;USA;World Wide Transports;Atles Lussekofta;26,49;30,5;26;"Men's Clothes";Fashion for Men;Bar keri;Atle Sk†rdal;Hatlevegen 5;Sandvika;Norway;Don Balón;Peloto Gomez;Avda. Azteca 123;México D.F.;Mexico;5,6986111111111
10847;80;28;3;60;3;5;1;1;17/06/2021;5,17;186,11999930665;45;0,20000000298023;Frank Roll;Sales Representative;01/10/2003;5083,3333333333;234 Sun Street;Seattle;USA;World Wide Transports;Game Over T-Shirt;4,44;5;19;Sportswear;Sports clothing;FrisersAfrong;Yannik Noah;Bat. B 3, rue des Alpes;Annecy;France;Don Balón;Peloto Gomez;Avda. Azteca 123;México D.F.;Mexico;4,6625
10847;80;8;3;19;3;5;1;1;17/06/2021;9,78;93,88799965024;12;0,20000000298023;Frank Roll;Sales Representative;01/10/2003;5083,3333333333;234 Sun Street;Seattle;USA;World Wide Transports;Squash Shorts;7,4;9,2;25;Sportswear;Sports clothing;Hot Pants;David Leg;"29 King's Way";Manchester;UK;Don Balón;Peloto Gomez;Avda. Azteca 123;México D.F.;Mexico;1,2433333333333
10848;16;4;6;9;2;1;3;3;18/11/2021;40,32;120,96;3;0;Rob Carsson;Sales Representative;01/10/1994;5250;Citygatan. 1;Stockholm;Sweden;SafeAndFast;Fuji Boots;32,9;39;29;"Men's Footwear";Men Shoes;Nitsuchiba;James Sushi;9-8 Sekimai Musashino-shi;Tokyo;Japan;The sharped dressed man;Ian Wright;"Berkeley Gardens
12  Brewery";London;UK;5,8436363636364
10848;16;2;1;5;2;1;3;3;18/11/2021;6,16;184,8;30;0;Rob Carsson;Sales Representative;01/10/1994;5250;Citygatan. 1;Stockholm;Sweden;SafeAndFast;O-Man Underwear;4,72;6;0;"Men's Clothes";Fashion for Men;Big L;James Brown;P.O. Box 78934;New Orleans;USA;The sharped dressed man;Ian Wright;"Berkeley Gardens
12  Brewery";London;UK;58,436363636364
10849;39;1;2;3;2;1;9;9;17/01/2021;19,75;967,75;49;0;Helen Brolin;Sales Representative;15/02/1995;5000;Citygatan. 1;Stockholm;Sweden;SafeAndFast;Chantell Shirt;15,45;20;13;"Women's Clothes";Fashion for Women;Sunny Clothes;Peter Shilton;49 Gilbert St.;London;UK;Noch Einmal GMBH;Dieter Rummernige;Maubelstr. 90;Brandenburg;Germany;28,632089552239
10849;39;11;3;26;2;1;9;9;17/01/2021;33,5;512,54999640584;18;0,15000000596046;Helen Brolin;Sales Representative;15/02/1995;5000;Citygatan. 1;Stockholm;Sweden;SafeAndFast;Bike Helmet;26,13;31,23;15;Sportswear;Sports clothing;Der Bahnhof;Karl Straubaum;Tiergartenstraáe 5;Berlin;Germany;Noch Einmal GMBH;Dieter Rummernige;Maubelstr. 90;Brandenburg;Germany;10,517910447761
10850;84;7;1;70;1;3;4;4;17/01/2021;26,89;685,69499519169;30;0,15000000596046;Joan Callins;Sales Manager;03/09/1994;10000;66 Rue de Qlik;Paris;France;Quik Shipping;US-Master Jeans;24,98;29;15;"Men's Clothes";Fashion for Men;New Balls;Pat Cash;74 Rose St. Moonie Ponds;Melbourne;Australia;Art et Fashion;Pierre Robert;2, rue du Commerce;Lyon;France;32,666666666667
10850;84;11;3;25;1;3;4;4;17/01/2021;13,84;235,27999835014;20;0,15000000596046;Joan Callins;Sales Manager;03/09/1994;10000;66 Rue de Qlik;Paris;France;Quik Shipping;Basket Vest;10,85;14;76;Sportswear;Sports clothing;Der Bahnhof;Karl Straubaum;Tiergartenstraáe 5;Berlin;Germany;Art et Fashion;Pierre Robert;2, rue du Commerce;Lyon;France;21,777777777778
10850;84;15;3;33;1;3;4;4;17/01/2021;26,34;89,555999372005;4;0,15000000596046;Joan Callins;Sales Manager;03/09/1994;10000;66 Rue de Qlik;Paris;France;Quik Shipping;Casual Boots;20,2;25,5;112;Sportswear;Sports clothing;Bar keri;Atle Sk†rdal;Hatlevegen 5;Sandvika;Norway;Art et Fashion;Pierre Robert;2, rue du Commerce;Lyon;France;4,3555555555556
10851;42;1;1;2;3;5;1;1;21/09/2021;17,7;84,074999934062;5;0,050000000745058;Frank Roll;Sales Representative;01/10/2003;5083,3333333333;234 Sun Street;Seattle;USA;World Wide Transports;Mr2 Trousers;16,17;19;17;"Men's Clothes";Fashion for Men;Sunny Clothes;Peter Shilton;49 Gilbert St.;London;UK;Millenium;Joe Barry;1900 Oak St.;Vancouver;Canada;2,2708955223881
10851;42;28;3;59;3;5;1;1;21/09/2021;8,85;353,11499972306;42;0,050000000745058;Frank Roll;Sales Representative;01/10/2003;5083,3333333333;234 Sun Street;Seattle;USA;World Wide Transports;Rasta WCT;6,69;8,5;79;Sportswear;Sports clothing;FrisersAfrong;Yannik Noah;Bat. B 3, rue des Alpes;Annecy;France;Millenium;Joe Barry;1900 Oak St.;Vancouver;Canada;19,07552238806
10851;42;11;3;25;3;5;1;1;21/09/2021;13,17;125,11499990188;10;0,050000000745058;Frank Roll;Sales Representative;01/10/2003;5083,3333333333;234 Sun Street;Seattle;USA;World Wide Transports;Basket Vest;10,85;14;76;Sportswear;Sports clothing;Der Bahnhof;Karl Straubaum;Tiergartenstraáe 5;Berlin;Germany;Millenium;Joe Barry;1900 Oak St.;Vancouver;Canada;4,5417910447761
10851;42;26;5;57;3;5;1;1;21/09/2021;19,09;181,35499985777;10;0,050000000745058;Frank Roll;Sales Representative;01/10/2003;5083,3333333333;234 Sun Street;Seattle;USA;World Wide Transports;Lightweight Sandals;16,14;19,5;36;"Women's Footwear";Ladies Shoes;Pirilli Company;Alberto Tomba;Via dei Gelsomini, 153;Salerno;Italy;Millenium;Joe Barry;1900 Oak St.;Vancouver;Canada;4,5417910447761
10852;1;1;1;2;2;2;8;8;20/01/2021;19,57;293,55;15;0;Leif Shine;Sales Coordinator;05/03/2004;5416,6666666667;Mellangatan. 33;Lund;Sweden;SafeAndFast;Mr2 Trousers;16,17;19;17;"Men's Clothes";Fashion for Men;Sunny Clothes;Peter Shilton;49 Gilbert St.;London;UK;Eintrach GS;Albert von Einstein;Obere Str. 57;Berlin;Germany;14,366197183099
10852;1;7;6;17;2;2;8;8;20/01/2021;23,24;139,44;6;0;Leif Shine;Sales Coordinator;05/03/2004;5416,6666666667;Mellangatan. 33;Lund;Sweden;SafeAndFast;TieBreak Tennis shoes;19,35;25;0;"Men's Footwear";Men Shoes;New Balls;Pat Cash;74 Rose St. Moonie Ponds;Melbourne;Australia;Eintrach GS;Albert von Einstein;Obere Str. 57;Berlin;Germany;5,7464788732394
10852;1;29;3;62;2;2;8;8;20/01/2021;31,44;1572;50;0;Leif Shine;Sales Coordinator;05/03/2004;5416,6666666667;Mellangatan. 33;Lund;Sweden;SafeAndFast;Lace Shoes;25,39;29,3;17;Sportswear;Sports clothing;Fast Runners;Ben Johnsson;148 rue Chasseur;Ste-Hyacinthe;Canada;Eintrach GS;Albert von Einstein;Obere Str. 57;Berlin;Germany;47,887323943662
10853;6;7;8;18;2;2;8;8;21/01/2021;25,52;255,2;10;0;Leif Shine;Sales Coordinator;05/03/2004;5416,6666666667;Mellangatan. 33;Lund;Sweden;SafeAndFast;Deuce Shirt;22,09;25,5;42;Baby Clothes;0-3 Years;New Balls;Pat Cash;74 Rose St. Moonie Ponds;Melbourne;Australia;Man Kleider;Herman Hinschler;Forsterstr. 57;Mannheim;Germany;48,8
10854;20;6;8;13;1;3;5;5;21/01/2021;27,38;1512,7449893922;65;0,15000000596046;Ingrid Hendrix;Sales Representative;17/10/1995;5108,3333333333;66 Rue de Qlik;Paris;France;Quik Shipping;Aino Shoes;21,11;25;24;Baby Clothes;0-3 Years;SatSUMAs;Hirosho Tayoto;92 Setsuko Chuo-ku;Osaka;Japan;Ski Store;Lars Saalbach;Kirchgasse 6;Graz;Austria;27,682121212121
10854;20;4;8;10;1;3;5;5;21/01/2021;6,3;535,49999624491;100;0,15000000596046;Ingrid Hendrix;Sales Representative;17/10/1995;5108,3333333333;66 Rue de Qlik;Paris;France;Quik Shipping;Sapporoo Gloves;6,2;7;31;Baby Clothes;0-3 Years;Nitsuchiba;James Sushi;9-8 Sekimai Musashino-shi;Tokyo;Japan;Ski Store;Lars Saalbach;Kirchgasse 6;Graz;Austria;42,587878787879
10855;32;2;2;65;3;5;1;1;22/06/2021;9,52;121,37999914885;15;0,15000000596046;Frank Roll;Sales Representative;01/10/2003;5083,3333333333;234 Sun Street;Seattle;USA;World Wide Transports;Stretch Pants;8,68;10,05;76;"Women's Clothes";Fashion for Women;Big L;James Brown;P.O. Box 78934;New Orleans;USA;The Corner Store;Ross The Boss;2732 Baker Blvd.;Eugene;USA;7,0106796116505
10855;32;26;5;56;3;5;1;1;22/06/2021;37,95;910,8;24;0;Frank Roll;Sales Representative;01/10/2003;5083,3333333333;234 Sun Street;Seattle;USA;World Wide Transports;Slip-on Shoes;34,17;38;21;"Women's Footwear";Ladies Shoes;Pirilli Company;Alberto Tomba;Via dei Gelsomini, 153;Salerno;Italy;The Corner Store;Ross The Boss;2732 Baker Blvd.;Eugene;USA;11,217087378641
10855;32;14;1;31;3;5;1;1;22/06/2021;8,52;119,28;14;0;Frank Roll;Sales Representative;01/10/2003;5083,3333333333;234 Sun Street;Seattle;USA;World Wide Transports;Rossi Bermuda Shorts;7,53;8,5;0;"Men's Clothes";Fashion for Men;Ravenna Fashion;Pablo Rossi;Viale Dante, 75;Ravenna;Italy;The Corner Store;Ross The Boss;2732 Baker Blvd.;Eugene;USA;6,5433009708738
10855;32;7;3;16;3;5;1;1;22/06/2021;9,18;459;50;0;Frank Roll;Sales Representative;01/10/2003;5083,3333333333;234 Sun Street;Seattle;USA;World Wide Transports;Wimbledon T-Shirt;7,33;9,45;29;Sportswear;Sports clothing;New Balls;Pat Cash;74 Rose St. Moonie Ponds;Melbourne;Australia;The Corner Store;Ross The Boss;2732 Baker Blvd.;Eugene;USA;23,368932038835
10856;3;20;5;42;2;1;9;9;22/01/2021;13,4;268;20;0;Helen Brolin;Sales Representative;15/02/1995;5000;Citygatan. 1;Stockholm;Sweden;SafeAndFast;Walking Shoes;10,95;14;26;"Women's Footwear";Ladies Shoes;Asin Fashion Ltd Co;Li Chi Mihn;471 Serangoon Loop, Suite #402;Singapore;Singapore;La Ropa Vieja;Sancho Panza;C/ Ritual de lo Habitual  2312;México D.F.;Mexico;19,515
10856;3;1;1;2;2;1;9;9;22/01/2021;19,54;390,8;20;0;Helen Brolin;Sales Representative;15/02/1995;5000;Citygatan. 1;Stockholm;Sweden;SafeAndFast;Mr2 Trousers;16,17;19;17;"Men's Clothes";Fashion for Men;Sunny Clothes;Peter Shilton;49 Gilbert St.;London;UK;La Ropa Vieja;Sancho Panza;C/ Ritual de lo Habitual  2312;México D.F.;Mexico;19,515
10857;5;11;3;26;2;1;3;3;23/07/2021;29,58;776,475;35;0,25;Rob Carsson;Sales Representative;01/10/1994;5250;Citygatan. 1;Stockholm;Sweden;SafeAndFast;Bike Helmet;26,13;31,23;15;Sportswear;Sports clothing;Der Bahnhof;Karl Straubaum;Tiergartenstraáe 5;Berlin;Germany;Urras Shop;Urra Gurra Aktersnurra;Berguvsvägen  8;Luleå;Sweden;17,971333333333
10857;5;1;2;3;2;1;3;3;23/07/2021;19,59;587,7;30;0;Rob Carsson;Sales Representative;01/10/1994;5250;Citygatan. 1;Stockholm;Sweden;SafeAndFast;Chantell Shirt;15,45;20;13;"Women's Clothes";Fashion for Women;Sunny Clothes;Peter Shilton;49 Gilbert St.;London;UK;Urras Shop;Urra Gurra Aktersnurra;Berguvsvägen  8;Luleå;Sweden;15,404
10857;5;12;6;29;2;1;3;3;23/07/2021;121,7;912,75;10;0,25;Rob Carsson;Sales Representative;01/10/1994;5250;Citygatan. 1;Stockholm;Sweden;SafeAndFast;Davenport Shoes;100,74;123,79;0;"Men's Footwear";Men Shoes;Austerlich;Karl Heinz Berger;Bogenallee 51;Frankfurt;Germany;Urras Shop;Urra Gurra Aktersnurra;Berguvsvägen  8;Luleå;Sweden;5,1346666666667
10858;40;7;1;70;1;3;5;5;23/01/2021;30,56;122,24;4;0;Ingrid Hendrix;Sales Representative;17/10/1995;5108,3333333333;66 Rue de Qlik;Paris;France;Quik Shipping;US-Master Jeans;24,98;29;15;"Men's Clothes";Fashion for Men;New Balls;Pat Cash;74 Rose St. Moonie Ponds;Melbourne;Australia;La Boheme;Philippe de Laval;"67, avenue de l'Europe";Versailles;France;15,092631578947
10858;40;11;3;27;1;3;5;5;23/01/2021;43,35;433,5;10;0;Ingrid Hendrix;Sales Representative;17/10/1995;5108,3333333333;66 Rue de Qlik;Paris;France;Quik Shipping;Tracksuit;36,06;43,9;49;Sportswear;Sports clothing;Der Bahnhof;Karl Straubaum;Tiergartenstraáe 5;Berlin;Germany;La Boheme;Philippe de Laval;"67, avenue de l'Europe";Versailles;France;37,731578947368
10858;40;3;7;7;1;3;5;5;23/01/2021;42,86;214,3;5;0;Ingrid Hendrix;Sales Representative;17/10/1995;5108,3333333333;66 Rue de Qlik;Paris;France;Quik Shipping;Runner Shoes;33,11;40;15;"Children's Clothes";3-15 Years;Dressed for Succes;Glenn Miller;707 Oxford Rd.;Ann Arbor;USA;La Boheme;Philippe de Laval;"67, avenue de l'Europe";Versailles;France;18,865789473684
10859;25;12;5;64;2;2;8;8;23/02/2021;35;787,5;30;0,25;Leif Shine;Sales Coordinator;05/03/2004;5416,6666666667;Mellangatan. 33;Lund;Sweden;SafeAndFast;WFS Shoes;29,25;33,25;22;"Women's Footwear";Ladies Shoes;Austerlich;Karl Heinz Berger;Bogenallee 51;Frankfurt;Germany;Halle Köln;Dieter Köln;Berliner Platz 43;München;Germany;18,314285714286
10859;25;25;3;54;2;2;8;8;23/02/2021;35,86;941,325;35;0,25;Leif Shine;Sales Coordinator;05/03/2004;5416,6666666667;Mellangatan. 33;Lund;Sweden;SafeAndFast;Patamonia Fleece Jacket;30,27;35,45;21;Sportswear;Sports clothing;Mountain International;Celine Dion;2960 Rue St. Laurent;Montr‚al;Canada;Halle Köln;Dieter Köln;Berliner Platz 43;München;Germany;21,366666666667
10859;25;10;1;24;2;2;8;8;23/02/2021;4,51;135,3;40;0,25;Leif Shine;Sales Coordinator;05/03/2004;5416,6666666667;Mellangatan. 33;Lund;Sweden;SafeAndFast;Samba Soccer Socks;3,9;4,5;20;"Men's Clothes";Fashion for Men;Samba;Ronaldinho;Av. das Americanas 12.890;Sao Paulo;Brazil;Halle Köln;Dieter Köln;Berliner Platz 43;München;Germany;24,419047619048
10860;26;23;2;76;2;2;7;7;23/01/2021;364,44;7288,8;20;0;Tom Lindwall;Sales Representative;22/11/1995;5083,3333333333;Mellangatan. 33;Lund;Sweden;SafeAndFast;Halter Dress;304,7;399;57;"Women's Clothes";Fashion for Women;Nordik Koskenkorva;Juha Mieto;Valtakatu 12;Lappeenranta;Finland;Le Sais de Rión;Jeanne d´Anjou;54, rue Royale;Nantes;France;44,878260869565
10860;26;24;6;51;2;2;7;7;23/01/2021;108,47;325,41;3;0;Tom Lindwall;Sales Representative;22/11/1995;5083,3333333333;Mellangatan. 33;Lund;Sweden;SafeAndFast;Summit Hiking Boots;82,74;99,9;20;"Men's Footwear";Men Shoes;Cangaroo Shoes;Crocodile Dundee;"170 Prince Edward Parade Hunter's Hill";Sydney;Australia;Le Sais de Rión;Jeanne d´Anjou;54, rue Royale;Nantes;France;6,7317391304348
10861;89;15;3;33;2;1;3;3;25/05/2021;26,31;920,85;35;0;Rob Carsson;Sales Representative;01/10/1994;5250;Citygatan. 1;Stockholm;Sweden;SafeAndFast;Casual Boots;20,2;25,5;112;Sportswear;Sports clothing;Bar keri;Atle Sk†rdal;Hatlevegen 5;Sandvika;Norway;Nirvana Stores;Alice Chain;"305 - 14th Ave. S.
Suite 3B";Seattle;USA;11,18
10861;89;8;3;21;2;1;3;3;25/05/2021;9,19;367,6;40;0;Rob Carsson;Sales Representative;01/10/1994;5250;Citygatan. 1;Stockholm;Sweden;SafeAndFast;Basket Shoes;8,78;10;3;Sportswear;Sports clothing;Hot Pants;David Leg;"29 King's Way";Manchester;UK;Nirvana Stores;Alice Chain;"305 - 14th Ave. S.
Suite 3B";Seattle;USA;12,777142857143
10861;89;7;6;17;2;1;3;3;25/05/2021;25,39;1066,38;42;0;Rob Carsson;Sales Representative;01/10/1994;5250;Citygatan. 1;Stockholm;Sweden;SafeAndFast;TieBreak Tennis shoes;19,35;25;0;"Men's Footwear";Men Shoes;New Balls;Pat Cash;74 Rose St. Moonie Ponds;Melbourne;Australia;Nirvana Stores;Alice Chain;"305 - 14th Ave. S.
Suite 3B";Seattle;USA;13,416
10861;89;29;3;62;2;1;3;3;25/05/2021;29,35;88,05;3;0;Rob Carsson;Sales Representative;01/10/1994;5250;Citygatan. 1;Stockholm;Sweden;SafeAndFast;Lace Shoes;25,39;29,3;17;Sportswear;Sports clothing;Fast Runners;Ben Johnsson;148 rue Chasseur;Ste-Hyacinthe;Canada;Nirvana Stores;Alice Chain;"305 - 14th Ave. S.
Suite 3B";Seattle;USA;0,95828571428571
10861;89;7;8;18;2;1;3;3;25/05/2021;23,83;476,6;20;0;Rob Carsson;Sales Representative;01/10/1994;5250;Citygatan. 1;Stockholm;Sweden;SafeAndFast;Deuce Shirt;22,09;25,5;42;Baby Clothes;0-3 Years;New Balls;Pat Cash;74 Rose St. Moonie Ponds;Melbourne;Australia;Nirvana Stores;Alice Chain;"305 - 14th Ave. S.
Suite 3B";Seattle;USA;6,3885714285714
10862;44;24;5;52;2;2;7;7;24/01/2021;85,44;683,52;8;0;Tom Lindwall;Sales Representative;22/11/1995;5083,3333333333;Mellangatan. 33;Lund;Sweden;SafeAndFast;Winter Boots;70,81;80;38;"Women's Footwear";Ladies Shoes;Cangaroo Shoes;Crocodile Dundee;"170 Prince Edward Parade Hunter's Hill";Sydney;Australia;Warp AG;Klaus Deum;Magazinweg 7;Frankfurt a.M.;Germany;18,530909090909
10862;44;5;1;11;2;2;7;7;24/01/2021;27,34;683,5;25;0;Tom Lindwall;Sales Representative;22/11/1995;5083,3333333333;Mellangatan. 33;Lund;Sweden;SafeAndFast;Desperado Jeans;21,1;28;22;"Men's Clothes";Fashion for Men;Los Hombres Machos;Antonio Banderas;Calle del Rosal 4;Oviedo;Spain;Warp AG;Klaus Deum;Magazinweg 7;Frankfurt a.M.;Germany;57,909090909091
10863;35;27;8;58;2;1;9;9;28/07/2021;44,73;456,24599680066;12;0,15000000596046;Helen Brolin;Sales Representative;15/02/1995;5000;Citygatan. 1;Stockholm;Sweden;SafeAndFast;Onesy Dress;37,17;48,25;62;Baby Clothes;0-3 Years;Gal Export;Marie Desailly;22, rue H. Voiron;Montceau;France;El Zapato Rojo;Nicolas Balines;Carrera 22 con Ave. Carlos Soublette #8-35;San Cristóbal;Venezuela;19,59
10863;35;1;1;1;2;1;9;9;28/07/2021;20,7;351,89999753237;20;0,15000000596046;Helen Brolin;Sales Representative;15/02/1995;5000;Citygatan. 1;Stockholm;Sweden;SafeAndFast;Lenin Jeansshorts;15,37;20;39;"Men's Clothes";Fashion for Men;Sunny Clothes;Peter Shilton;49 Gilbert St.;London;UK;El Zapato Rojo;Nicolas Balines;Carrera 22 con Ave. Carlos Soublette #8-35;San Cristóbal;Venezuela;32,65
